,chapter_num,verse_num,verse,length,stemmed
877,6,84,ووهبنا له إسحاق ويعقوب كلا هدينا ونوحا هدينا من قبل ومن ذريته داوود وسليمان وأيوب ويوسف وموسى وهارون وكذلك نجزي المحسنين,21,وهب ل إسحاق يعقوب كلا هدي نوح هدي من قبل من ذري داوود سليمان أيوب يوسف موسى هارون ذلك نجز محسن
878,6,85,وزكريا ويحيى وعيسى وإلياس كل من الصالحين,7,زكريا يحيى عيسى إلياس كل من صالح
879,6,86,وإسماعيل واليسع ويونس ولوطا وكلا فضلنا على العالمين,8,إسماعيل وسع يونس لوط كلا فضل على عالم
880,6,87,ومن ابائهم وذرياتهم وإخوانهم واجتبيناهم وهديناهم إلى صراط مستقيم,9,من آباء ذري أخ واجتبيناهم وهديناهم إلى صراط مستقيم
881,6,88,ذلك هدى الله يهدي به من يشاء من عباده ولو أشركوا لحبط عنهم ما كانوا يعملون,16,ذلك هدى الله هدى ب من شاء من عباد لو أشرك حبط عن ما كان عمل
882,6,89,أولئك الذين اتيناهم الكتاب والحكم والنبوة فإن يكفر بها هؤلاء فقد وكلنا بها قوما ليسوا بها بكافرين,17,أولائك الذي اتيناهم كتاب حكم نبوة إن كفر ب هذا قد كل ب قوم ليس ب كافر
883,6,90,أولئك الذين هدى الله فبهداهم اقتده قل لا أسألكم عليه أجرا إن هو إلا ذكرى للعالمين,16,أولائك الذي هدى الله فبهداهم اقتد قال لا سأل على أجر إن هو إلا ذكرى عالم
884,6,91,وما قدروا الله حق قدره إذ قالوا ما أنزل الله على بشر من شيء قل من أنزل الكتاب الذي جاء به موسى نورا وهدى للناس تجعلونه قراطيس تبدونها وتخفون كثيرا وعلمتم ما لم تعلموا أنتم ولا اباؤكم قل الله ثم ذرهم في خوضهم يلعبون,44,ما قدر الله حق قدر إذ قال ما أنزل الله على بشر من شيء قال من أنزل كتاب الذي جاء ب موسى نور هدى ناس جعل قراطيس أبدى أخفى كثير علم ما لم تعلم أنتم لا اباؤ قال الله ثم ذر في خوض لعب
885,6,92,وهذا كتاب أنزلناه مبارك مصدق الذي بين يديه ولتنذر أم القرى ومن حولها والذين يؤمنون بالاخرة يؤمنون به وهم على صلاتهم يحافظون,22,هذا كتاب أنزل مبارك مصدق الذي بين يد أنذر أم قرية من حول الذي آمن اخر آمن ب هم على صلاة حافظ
886,6,93,ومن أظلم ممن افترى على الله كذبا أو قال أوحي إلي ولم يوح إليه شيء ومن قال سأنزل مثل ما أنزل الله ولو ترى إذ الظالمون في غمرات الموت والملائكة باسطو أيديهم أخرجوا أنفسكم اليوم تجزون عذاب الهون بما كنتم تقولون على الله غير الحق وكنتم عن اياته تستكبرون,49,من أظلم من افترى على الله كذب أو قال أوحى إلى لم أوحى إلى شيء من قال أنزل مثل ما أنزل الله لو رأى إذ ظالم في غمرة موت ملأك اسطو يد أخرج نفس يوم جاز عذاب هون ما كان قال على الله غير حق كان عن ايا استكبر
887,6,94,ولقد جئتمونا فرادى كما خلقناكم أول مرة وتركتم ما خولناكم وراء ظهوركم وما نرى معكم شفعاءكم الذين زعمتم أنهم فيكم شركاء لقد تقطع بينكم وضل عنكم ما كنتم تزعمون,29,قد جئتمونا فرد كما خلق أول مرة ترك ما خولناكم وراء ظهور ما رأى مع شفيع الذي زعم أن في شريك قد قطع بين ضل عن ما كان زعم
888,6,95,إن الله فالق الحب والنوى يخرج الحي من الميت ومخرج الميت من الحي ذلكم الله فأنى تؤفكون,17,إن الله فالق حب نوى خرج حي من ميت مخرج ميت من حي ذلك الله أنى تؤفكون
889,6,96,فالق الإصباح وجعل الليل سكنا والشمس والقمر حسبانا ذلك تقدير العزيز العليم,12,فالق إصباح جعل ليل سكن شمس قمر حسبان ذلك تقدير عزيز عليم
890,6,97,وهو الذي جعل لكم النجوم لتهتدوا بها في ظلمات البر والبحر قد فصلنا الايات لقوم يعلمون,16,هو الذي جعل ل نجم اهتدى ب في ظلم بر بحر قد فصل اي قوم علم
891,6,98,وهو الذي أنشأكم من نفس واحدة فمستقر ومستودع قد فصلنا الايات لقوم يفقهون,13,هو الذي أنشأ من نفس واحد مستقر مستودع قد فصل اي قوم فقه
892,6,99,وهو الذي أنزل من السماء ماء فأخرجنا به نبات كل شيء فأخرجنا منه خضرا نخرج منه حبا متراكبا ومن النخل من طلعها قنوان دانية وجنات من أعناب والزيتون والرمان مشتبها وغير متشابه انظروا إلى ثمره إذا أثمر وينعه إن في ذلكم لايات لقوم يؤمنون,44,هو الذي أنزل من سماء ماء أخرج ب نبات كل شيء أخرج من خضر خرج من حب متراكبا من نخل من طلع قنوان تدني وجنة من أعناب زيتون رمان مشتبه غير متشابه انظر إلى ثمر إذا أثمر ينع إن في ذلك اي قوم آمن
893,6,100,وجعلوا لله شركاء الجن وخلقهم وخرقوا له بنين وبنات بغير علم سبحانه وتعالى عما يصفون,15,جعل الله شريك جن خلق خرق ل بنون بنت غير علم سبحان تعالى عن وصف
894,6,101,بديع السماوات والأرض أنى يكون له ولد ولم تكن له صاحبة وخلق كل شيء وهو بكل شيء عليم,18,بديع سماء أرض أنى كان ل ولد لم كان ل صاحب خلق كل شيء هو كل شيء عليم
895,6,102,ذلكم الله ربكم لا إله إلا هو خالق كل شيء فاعبدوه وهو على كل شيء وكيل,16,ذلك الله رب لا إله إلا هو خالق كل شيء فاعبدوه هو على كل شيء وكيل
896,6,103,لا تدركه الأبصار وهو يدرك الأبصار وهو اللطيف الخبير,9,لا أدرك أبصار هو أدرك أبصار هو لطيف خبير
897,6,104,قد جاءكم بصائر من ربكم فمن أبصر فلنفسه ومن عمي فعليها وما أنا عليكم بحفيظ,15,قد جاء بصيرة من رب من أبصر نفس من عم على ما أنا على حفيظ
898,6,105,وكذلك نصرف الايات وليقولوا درست ولنبينه لقوم يعلمون,8,ذلك صرف اي قال درس بين قوم علم
899,6,106,اتبع ما أوحي إليك من ربك لا إله إلا هو وأعرض عن المشركين,13,اتبع ما أوحى إلى من رب لا إله إلا هو أعرض عن مشرك
900,6,107,ولو شاء الله ما أشركوا وما جعلناك عليهم حفيظا وما أنت عليهم بوكيل,13,لو شاء الله ما أشرك ما جعل على حفيظ ما أنت على وكيل
901,6,108,ولا تسبوا الذين يدعون من دون الله فيسبوا الله عدوا بغير علم كذلك زينا لكل أمة عملهم ثم إلى ربهم مرجعهم فينبئهم بما كانوا يعملون,25,لا سب الذي دعا من دون الله سب الله عدو غير علم ذلك زين كل أمة عمل ثم إلى رب مرجع أنبأ ما كان عمل
902,6,109,وأقسموا بالله جهد أيمانهم لئن جاءتهم اية ليؤمنن بها قل إنما الايات عند الله وما يشعركم أنها إذا جاءت لا يؤمنون,21,أقسم الله جهد يمين إن جاء اية ليؤمنن ب قال إن اي عند الله ما شعر أن إذا جاء لا آمن
903,6,110,ونقلب أفئدتهم وأبصارهم كما لم يؤمنوا به أول مرة ونذرهم في طغيانهم يعمهون,13,قلب فؤاد أبصار كما لم آمن ب أول مرة نذر في طغيان عمه
904,6,111,ولو أننا نزلنا إليهم الملائكة وكلمهم الموتى وحشرنا عليهم كل شيء قبلا ما كانوا ليؤمنوا إلا أن يشاء الله ولكن أكثرهم يجهلون,22,لو أن نزل إلى ملأك كلم ميت حشر على كل شيء قبلا ما كان آمن إلا أن شاء الله لكن أكثر جهل
905,6,112,وكذلك جعلنا لكل نبي عدوا شياطين الإنس والجن يوحي بعضهم إلى بعض زخرف القول غرورا ولو شاء ربك ما فعلوه فذرهم وما يفترون,23,ذلك جعل كل نبي عدو شيطان إنس جن أوحى بعض إلى بعض زخرف قول غرور لو شاء رب ما فعل ذر ما افترى
906,6,113,ولتصغى إليه أفئدة الذين لا يؤمنون بالاخرة وليرضوه وليقترفوا ما هم مقترفون,12,لتصغى إلى فؤاد الذي لا آمن اخر وليرضوه وليقترفوا ما هم مقترف
